mode,ate,drift_index,ares_penalty,confidence,proposed_zeta,zeta_max,safe_zeta,was_clipped
full,1.7815849817570497,0.8934466396978632,0.25942918019322453,0.521150336281555,0.6404087024776917,0.8,0.6404087024776917,0
no_conf,1.7815849817570497,0.8934466396978632,0.25942918019322453,0.521150336281555,0.6404087024776917,0.8,0.6404087024776917,0
no_ares,1.7815849817570497,0.8934466396978632,0.25942918019322453,0.521150336281555,0.6404087024776917,0.8,0.6404087024776917,0
no_di,1.7815849817570497,0.8934466396978632,0.25942918019322453,0.521150336281555,0.6404087024776917,0.8,0.6404087024776917,0
ares_alt,1.7815849817570497,0.8934466396978632,0.25942918019322453,0.521150336281555,0.6404087024776917,0.8,0.6404087024776917,0
full,1.3233225263355222,0.37365772887371007,0.047233334030757634,0.8227527279443181,0.2837223611460053,0.8,0.2837223611460053,0
no_conf,1.3233225263355222,0.37365772887371007,0.047233334030757634,0.8227527279443181,0.2837223611460053,0.8,0.2837223611460053,0
no_ares,1.3233225263355222,0.37365772887371007,0.047233334030757634,0.8227527279443181,0.2837223611460053,0.8,0.2837223611460053,0
no_di,1.3233225263355222,0.37365772887371007,0.047233334030757634,0.8227527279443181,0.2837223611460053,0.8,0.2837223611460053,0
ares_alt,1.3233225263355222,0.37365772887371007,0.047233334030757634,0.8227527279443181,0.2837223611460053,0.8,0.2837223611460053,0
full,1.8736263010675585,0.24097057500568475,0.06137896620574301,0.8817788704874343,0.20729902163714586,0.8,0.20729902163714586,0
no_conf,1.8736263010675585,0.24097057500568475,0.06137896620574301,0.8817788704874343,0.20729902163714586,0.8,0.20729902163714586,0
no_ares,1.8736263010675585,0.24097057500568475,0.06137896620574301,0.8817788704874343,0.20729902163714586,0.8,0.20729902163714586,0
no_di,1.8736263010675585,0.24097057500568475,0.06137896620574301,0.8817788704874343,0.20729902163714586,0.8,0.20729902163714586,0
ares_alt,1.8736263010675585,0.24097057500568475,0.06137896620574301,0.8817788704874343,0.20729902163714586,0.8,0.20729902163714586,0
full,0.3585366163154782,0.5993827915208435,0.43728102041873224,0.43750426600020126,0.31722657103006635,0.29973578405203277,0.29973578405203277,1
no_conf,0.3585366163154782,0.5993827915208435,0.43728102041873224,0.43750426600020126,0.31722657103006635,0.6851036831990455,0.31722657103006635,0
no_ares,0.3585366163154782,0.5993827915208435,0.43728102041873224,0.43750426600020126,0.31722657103006635,0.5148202454612102,0.31722657103006635,0
no_di,0.3585366163154782,0.5993827915208435,0.43728102041873224,0.43750426600020126,0.31722657103006635,0.7013993082400403,0.31722657103006635,0
ares_alt,0.3585366163154782,0.5993827915208435,0.43728102041873224,0.43750426600020126,0.31722657103006635,0.2677091451703302,0.2677091451703302,1
full,1.5548096764823551,0.9718264260609674,0.25037059310117116,0.4007282517858755,0.10975540139574108,0.8,0.10975540139574108,0
no_conf,1.5548096764823551,0.9718264260609674,0.25037059310117116,0.4007282517858755,0.10975540139574108,0.8,0.10975540139574108,0
no_ares,1.5548096764823551,0.9718264260609674,0.25037059310117116,0.4007282517858755,0.10975540139574108,0.8,0.10975540139574108,0
no_di,1.5548096764823551,0.9718264260609674,0.25037059310117116,0.4007282517858755,0.10975540139574108,0.8,0.10975540139574108,0
ares_alt,1.5548096764823551,0.9718264260609674,0.25037059310117116,0.4007282517858755,0.10975540139574108,0.7881308999704564,0.10975540139574108,0
full,0.4593120599977105,0.13182221778652103,0.33882933680642874,0.38528275323997174,0.4544309521344432,0.7363546976233445,0.4544309521344432,0
no_conf,0.4593120599977105,0.13182221778652103,0.33882933680642874,0.38528275323997174,0.4544309521344432,0.8,0.4544309521344432,0
no_ares,0.4593120599977105,0.13182221778652103,0.33882933680642874,0.38528275323997174,0.4544309521344432,0.8,0.4544309521344432,0
no_di,0.4593120599977105,0.13182221778652103,0.33882933680642874,0.38528275323997174,0.4544309521344432,0.8,0.4544309521344432,0
ares_alt,0.4593120599977105,0.13182221778652103,0.33882933680642874,0.38528275323997174,0.4544309521344432,0.46782758432386434,0.4544309521344432,0
full,1.388524871285773,0.5811166092209024,0.09988782583002881,0.8628871683275838,0.6007849907310612,0.8,0.6007849907310612,0
