regime,hallucination_rate,seed,spearman_rho,kendall_tau,final_V_true,final_V_hat
nonstationary,0.3,226,0.5499,0.4113,1.401,0.0
nonstationary,0.3,227,0.6296,0.4805,0.3946,0.0
nonstationary,0.3,228,0.6077,0.4609,0.2739,0.0
nonstationary,0.3,229,0.6814,0.526,0.1945,0.0
nonstationary,0.3,230,0.6721,0.516,2.7437,7.2692
nonstationary,0.3,231,0.654,0.509,0.4435,0.0
nonstationary,0.3,232,0.608,0.4662,3.7056,8.7687
nonstationary,0.3,233,0.5736,0.433,0.6906,0.0
nonstationary,0.3,234,0.6396,0.4892,0.5504,0.0
nonstationary,0.3,235,0.587,0.4527,6.222,9.536
nonstationary,0.3,236,0.6606,0.5071,0.4176,0.0423
nonstationary,0.3,237,0.6168,0.4729,3.0856,2.8581
nonstationary,0.3,238,0.6107,0.4643,3.0327,6.9525
nonstationary,0.3,239,0.5958,0.4563,0.0514,0.0
nonstationary,0.3,240,0.6374,0.4887,0.3486,0.0
nonstationary,0.3,241,0.6179,0.473,0.0063,0.0
nonstationary,0.5,42,0.7188,0.5693,3.5724,13.7419
nonstationary,0.5,43,0.7401,0.5794,0.2733,0.0
nonstationary,0.5,44,0.7584,0.5947,0.1025,0.0
nonstationary,0.5,45,0.737,0.5727,0.362,0.0
nonstationary,0.5,46,0.7429,0.583,0.5532,0.0
nonstationary,0.5,47,0.7158,0.5597,0.1767,0.0
nonstationary,0.5,48,0.7294,0.573,0.4915,0.0
nonstationary,0.5,49,0.7723,0.6079,4.2485,3.0049
nonstationary,0.5,50,0.7675,0.598,1.1839,0.0
nonstationary,0.5,51,0.7176,0.5589,0.203,0.0
nonstationary,0.5,52,0.7418,0.5787,0.7728,0.0
nonstationary,0.5,53,0.7119,0.5517,3.426,6.5605
nonstationary,0.5,54,0.7411,0.5757,1.2658,0.0
nonstationary,0.5,55,0.6942,0.5447,0.9342,0.0
nonstationary,0.5,56,0.7446,0.5838,0.1625,0.0
nonstationary,0.5,57,0.6951,0.54,1.0068,1.2245
nonstationary,0.5,58,0.7114,0.5559,0.4488,0.0
nonstationary,0.5,59,0.671,0.5255,0.1674,0.0001
nonstationary,0.5,60,0.7451,0.5883,1.4,0.6323
nonstationary,0.5,61,0.7365,0.5801,0.4249,0.0252
nonstationary,0.5,62,0.7462,0.5835,10.5597,76.0959
nonstationary,0.5,63,0.7196,0.5686,4.6839,24.7367
nonstationary,0.5,64,0.7172,0.5582,0.4268,0.0
nonstationary,0.5,65,0.7206,0.5615,0.3229,0.0
nonstationary,0.5,66,0.7411,0.5748,0.1908,0.001
nonstationary,0.5,67,0.7261,0.5583,4.9834,2.547
nonstationary,0.5,68,0.7239,0.5653,0.5814,0.0149
nonstationary,0.5,69,0.696,0.5469,6.1241,5.8366
nonstationary,0.5,70,0.7335,0.5749,7.5951,15.4569
nonstationary,0.5,71,0.7527,0.5895,2.4013,1.2767
nonstationary,0.5,72,0.7556,0.5875,0.0677,0.0
nonstationary,0.5,73,0.7418,0.573,0.082,0.0001
nonstationary,0.5,74,0.6916,0.5416,2.1431,0.9142
nonstationary,0.5,75,0.7588,0.5976,6.0324,13.4533
nonstationary,0.5,76,0.7302,0.5723,6.0339,3.8141
nonstationary,0.5,77,0.696,0.5428,0.7275,0.0315
nonstationary,0.5,78,0.7272,0.5624,0.3704,0.0
nonstationary,0.5,79,0.6978,0.5451,0.377,0.0085
nonstationary,0.5,80,0.702,0.5476,0.8389,0.0
nonstationary,0.5,81,0.7095,0.551,0.5391,0.0
nonstationary,0.5,82,0.7138,0.5606,1.2503,1.0642
nonstationary,0.5,83,0.7343,0.5734,1.1754,0.0
nonstationary,0.5,84,0.6863,0.5333,2.7528,0.2608
nonstationary,0.5,85,0.6817,0.5349,2.3777,0.6607
nonstationary,0.5,86,0.7349,0.5729,0.1083,0.0
nonstationary,0.5,87,0.7617,0.5961,0.2502,0.0004
nonstationary,0.5,88,0.7066,0.5544,12.8768,105.5063
nonstationary,0.5,89,0.7051,0.5438,4.1921,0.0001
nonstationary,0.5,90,0.7374,0.5728,0.1477,0.0
nonstationary,0.5,91,0.7391,0.5792,0.3608,0.0
nonstationary,0.5,92,0.6955,0.5483,6.8737,30.449
nonstationary,0.5,93,0.7055,0.5553,0.997,0.1218
nonstationary,0.5,94,0.7348,0.5747,3.1831,10.2444
nonstationary,0.5,95,0.7281,0.5704,7.4365,4.1827
nonstationary,0.5,96,0.699,0.5389,2.4489,0.0568
nonstationary,0.5,97,0.7593,0.5955,2.2905,7.097
nonstationary,0.5,98,0.7514,0.5902,0.9619,0.0
nonstationary,0.5,99,0.7424,0.5855,0.1597,0.0007
nonstationary,0.5,100,0.7305,0.5677,0.1626,0.0
nonstationary,0.5,101,0.7364,0.5798,0.9441,0.0
nonstationary,0.5,102,0.6648,0.5214,2.8483,5.039
nonstationary,0.5,103,0.7095,0.554,5.9345,2.4157
nonstationary,0.5,104,0.726,0.5653,6.2508,14.1769
nonstationary,0.5,105,0.7192,0.5656,9.9974,80.593
nonstationary,0.5,106,0.7347,0.569,0.1446,0.001
nonstationary,0.5,107,0.7137,0.5537,1.0084,0.0
nonstationary,0.5,108,0.6661,0.5269,0.6475,0.0
nonstationary,0.5,109,0.7409,0.5839,0.2744,0.0
nonstationary,0.5,110,0.7375,0.578,0.5512,0.0
nonstationary,0.5,111,0.7151,0.5547,0.5222,0.0
nonstationary,0.5,112,0.7125,0.5543,0.3003,0.0
nonstationary,0.5,113,0.7323,0.5784,1.241,0.0
nonstationary,0.5,114,0.7271,0.5674,0.0182,0.0
nonstationary,0.5,115,0.7147,0.552,7.1429,33.9649
nonstationary,0.5,116,0.7316,0.5681,1.6892,0.5912
nonstationary,0.5,117,0.7614,0.6039,0.8505,0.0
nonstationary,0.5,118,0.7203,0.5652,0.0544,0.0001
nonstationary,0.5,119,0.7024,0.5434,1.5224,2.0949
nonstationary,0.5,120,0.7574,0.5927,2.1656,0.087
nonstationary,0.5,121,0.7294,0.5722,0.336,0.0
nonstationary,0.5,122,0.7052,0.5502,2.2482,5.1687
nonstationary,0.5,123,0.7109,0.5529,0.9076,0.0336
nonstationary,0.5,124,0.7611,0.5959,0.4328,0.0
nonstationary,0.5,125,0.6931,0.5494,0.383,0.0
nonstationary,0.5,126,0.6994,0.5448,1.6577,0.0
nonstationary,0.5,127,0.7012,0.5487,5.8541,22.5305
nonstationary,0.5,128,0.6999,0.5429,2.5093,0.2276
nonstationary,0.5,129,0.7534,0.5918,0.8548,0.0
nonstationary,0.5,130,0.7576,0.5913,0.1972,0.0
nonstationary,0.5,131,0.7022,0.5502,4.7544,4.9615
nonstationary,0.5,132,0.7067,0.5477,1.1534,0.0
nonstationary,0.5,133,0.7242,0.5686,0.2632,0.0001
nonstationary,0.5,134,0.7273,0.5651,2.6555,1.4949
nonstationary,0.5,135,0.7629,0.6012,0.1175,0.0001
nonstationary,0.5,136,0.6974,0.5419,3.09,0.2047
nonstationary,0.5,137,0.7122,0.5526,0.2004,0.0002
nonstationary,0.5,138,0.7438,0.5847,5.4957,6.9586
nonstationary,0.5,139,0.6996,0.541,0.7966,0.0
nonstationary,0.5,140,0.7225,0.5646,2.6113,1.3105
nonstationary,0.5,141,0.7568,0.5973,12.453,90.9311
nonstationary,0.5,142,0.7258,0.5657,20.1102,57.5373
nonstationary,0.5,143,0.7131,0.5552,2.3242,1.7201
nonstationary,0.5,144,0.7175,0.5582,0.7675,0.0
nonstationary,0.5,145,0.7048,0.5547,0.3195,0.0
nonstationary,0.5,146,0.7411,0.5767,0.1442,0.0
nonstationary,0.5,147,0.7138,0.5502,8.5942,31.4787
nonstationary,0.5,148,0.7182,0.5669,0.1948,0.0
nonstationary,0.5,149,0.7201,0.5634,2.5065,0.6517
nonstationary,0.5,150,0.7386,0.5777,1.0096,0.0394
nonstationary,0.5,151,0.7006,0.5455,0.5439,0.0993
nonstationary,0.5,152,0.7029,0.5463,7.8954,8.7678
nonstationary,0.5,153,0.6914,0.5389,0.4547,0.0
nonstationary,0.5,154,0.7485,0.5896,0.0289,0.0001
nonstationary,0.5,155,0.7247,0.5676,1.2922,0.8411
nonstationary,0.5,156,0.7382,0.5744,0.2282,0.0
nonstationary,0.5,157,0.7294,0.5646,0.756,0.0021
nonstationary,0.5,158,0.7023,0.5498,3.1439,0.7453
nonstationary,0.5,159,0.7543,0.5915,0.5583,0.0
nonstationary,0.5,160,0.7204,0.568,0.9488,0.0
nonstationary,0.5,161,0.6887,0.5421,3.242,4.0606
nonstationary,0.5,162,0.7242,0.5623,2.2242,0.4311
nonstationary,0.5,163,0.7382,0.5813,0.0844,0.0001
nonstationary,0.5,164,0.7325,0.5722,11.4376,108.8914
nonstationary,0.5,165,0.7014,0.5487,0.333,0.0
nonstationary,0.5,166,0.728,0.5658,0.7221,0.0
nonstationary,0.5,167,0.7424,0.5779,8.4467,91.8427
nonstationary,0.5,168,0.7612,0.6,0.7426,0.0
nonstationary,0.5,169,0.7033,0.5478,1.2035,0.0
nonstationary,0.5,170,0.7248,0.5653,0.7459,0.0
nonstationary,0.5,171,0.7052,0.5509,2.006,1.5815
nonstationary,0.5,172,0.7315,0.5733,0.2796,0.0
nonstationary,0.5,173,0.7014,0.5396,3.3257,2.036
nonstationary,0.5,174,0.7123,0.5599,3.2633,0.0
nonstationary,0.5,175,0.7339,0.5707,1.0914,0.037
nonstationary,0.5,176,0.7509,0.5863,8.49,0.2282
nonstationary,0.5,177,0.7235,0.5661,0.4485,0.0
nonstationary,0.5,178,0.7381,0.5736,2.3341,0.0505
nonstationary,0.5,179,0.7321,0.5695,1.5501,0.0
nonstationary,0.5,180,0.724,0.5637,4.8284,11.7271
nonstationary,0.5,181,0.724,0.5624,3.4601,0.143
nonstationary,0.5,182,0.6923,0.5331,5.6297,29.3881
nonstationary,0.5,183,0.6782,0.5269,0.217,0.0
nonstationary,0.5,184,0.711,0.5546,0.4155,0.1821
nonstationary,0.5,185,0.7231,0.5582,0.1524,0.0
nonstationary,0.5,186,0.74,0.5794,2.7476,0.0
nonstationary,0.5,187,0.7652,0.6022,4.8136,12.694
nonstationary,0.5,188,0.7011,0.5408,3.2919,0.0526
nonstationary,0.5,189,0.7096,0.5544,1.5955,0.0
nonstationary,0.5,190,0.7428,0.5818,0.6655,0.0
nonstationary,0.5,191,0.7151,0.5601,1.6415,0.012
nonstationary,0.5,192,0.7043,0.5496,1.6042,0.0
nonstationary,0.5,193,0.7446,0.59,1.9663,0.0
nonstationary,0.5,194,0.7167,0.5617,3.8652,2.655
nonstationary,0.5,195,0.735,0.5717,1.9921,0.7382
nonstationary,0.5,196,0.7539,0.5896,4.1277,15.5216
nonstationary,0.5,197,0.6875,0.5385,6.8714,12.148
nonstationary,0.5,198,0.7132,0.5564,1.7477,0.0082
nonstationary,0.5,199,0.6971,0.5406,0.8034,0.0
nonstationary,0.5,200,0.7446,0.5817,5.2199,22.4458
nonstationary,0.5,201,0.6863,0.5377,0.209,0.0
nonstationary,0.5,202,0.691,0.5409,13.0362,73.8309
nonstationary,0.5,203,0.7735,0.6054,0.371,0.0071
nonstationary,0.5,204,0.719,0.5667,0.6996,0.0003
nonstationary,0.5,205,0.7323,0.5768,0.3768,0.0
nonstationary,0.5,206,0.6956,0.543,5.4151,0.0
nonstationary,0.5,207,0.7293,0.5736,0.2721,0.0
nonstationary,0.5,208,0.6888,0.5318,2.5065,8.8628
nonstationary,0.5,209,0.7304,0.5677,0.2029,0.0
nonstationary,0.5,210,0.7019,0.5465,0.0652,0.0
nonstationary,0.5,211,0.7053,0.5524,0.7979,0.0201
nonstationary,0.5,212,0.7159,0.5655,1.4231,0.0
nonstationary,0.5,213,0.7289,0.5621,0.2061,0.0
nonstationary,0.5,214,0.732,0.5791,4.0908,3.9371
nonstationary,0.5,215,0.7266,0.566,6.0427,0.7302
nonstationary,0.5,216,0.7032,0.5546,2.5176,3.6475
nonstationary,0.5,217,0.71,0.5545,0.4833,0.0
nonstationary,0.5,218,0.7106,0.5529,0.6358,0.0023
nonstationary,0.5,219,0.7434,0.5828,2.3716,3.5679
nonstationary,0.5,220,0.7176,0.5532,0.4729,0.0111
nonstationary,0.5,221,0.7313,0.5705,1.2317,0.0
nonstationary,0.5,222,0.7136,0.5561,1.06,0.1861
nonstationary,0.5,223,0.7022,0.5469,9.2641,29.622
nonstationary,0.5,224,0.7465,0.5847,0.9877,0.0161
nonstationary,0.5,225,0.7098,0.562,3.9566,1.8401
nonstationary,0.5,226,0.7045,0.5485,3.7979,2.7782
nonstationary,0.5,227,0.7551,0.5987,2.8427,10.7619
nonstationary,0.5,228,0.6834,0.5345,0.3783,0.0
nonstationary,0.5,229,0.7252,0.5604,0.6047,0.0
nonstationary,0.5,230,0.7634,0.601,16.7213,107.4406
nonstationary,0.5,231,0.7188,0.5612,1.3075,0.6969
nonstationary,0.5,232,0.7411,0.5725,6.7129,27.3015
nonstationary,0.5,233,0.6909,0.5394,12.9725,53.0416
nonstationary,0.5,234,0.7347,0.5785,0.1288,0.0
nonstationary,0.5,235,0.673,0.532,5.4796,2.9875
nonstationary,0.5,236,0.7528,0.5889,1.0126,0.0189
nonstationary,0.5,237,0.7132,0.5528,2.0199,3.9699
nonstationary,0.5,238,0.7379,0.5746,4.6324,7.0533
nonstationary,0.5,239,0.7259,0.5714,0.3626,0.0
nonstationary,0.5,240,0.7568,0.5913,2.4172,1.0068
nonstationary,0.5,241,0.7231,0.5686,0.4458,0.0
