seed,ablation,h_rate,final_energy,mean_energy,max_energy,total_regret,oscillation_count,oscillation_index,c2_rejections,c2_rejection_rate,drift_detections,mean_detection_delay,mean_recovery_energy,lr_base
16,none,0.0,0.2535141674026022,0.4222182970718036,8.813851343007327,259.4823989178757,292,0.4866666666666667,0,0.0,0,50.0,0.14566501349197092,0.1
17,none,0.0,0.10430217323475269,0.38548548058862225,5.357555055966497,238.05002433646897,281,0.4683333333333333,0,0.0,0,50.0,0.4613958774930962,0.1
18,none,0.0,0.2963446570405669,0.46767568823372113,10.779887324063743,288.72482966904676,266,0.44333333333333336,0,0.0,0,50.0,0.26823053311626854,0.1
19,none,0.0,0.4353146697834391,0.34823972394832176,4.982027988455528,236.68510790717343,293,0.48833333333333334,0,0.0,0,50.0,0.2481082954247427,0.1
0,C1_only,0.0,0.5356550850602302,0.3694218610222553,5.58738809462568,194.92842176268317,305,0.5083333333333333,0,0.0,0,50.0,0.2372266771125027,0.1
1,C1_only,0.0,0.2329719158997951,0.37425286646043965,5.310430748118435,207.55918906979437,299,0.49833333333333335,0,0.0,0,50.0,0.29050566146022405,0.1
2,C1_only,0.0,0.4324385799092345,0.3841400063980727,7.021046465998594,226.47861979152233,299,0.49833333333333335,0,0.0,0,50.0,0.280739363427237,0.1
3,C1_only,0.0,0.16266739775574435,0.4462606606028005,15.80834470080307,274.0526563969457,277,0.46166666666666667,0,0.0,0,50.0,0.21407325352798082,0.1
4,C1_only,0.0,0.17958006243642938,0.38139968063168306,6.291781838615583,241.33226121413375,260,0.43333333333333335,0,0.0,3,31.5,0.18662460240480844,0.1
5,C1_only,0.0,0.10889453792878792,0.36335586551395094,5.421516178177203,207.91964383599904,313,0.5216666666666666,0,0.0,0,50.0,0.1091910372182188,0.1
6,C1_only,0.0,0.30092364676084216,0.4268543912556069,9.846758840202328,232.8663407219869,298,0.49666666666666665,0,0.0,1,33.5,0.15147284067561811,0.1
7,C1_only,0.0,0.3950361682634239,0.3615995566999445,6.115243473602946,230.77239752250162,291,0.485,0,0.0,0,50.0,0.3758810989872998,0.1
8,C1_only,0.0,0.2584672138775616,0.4383683761107777,11.70684193988511,252.66662471218137,295,0.49166666666666664,0,0.0,1,30.5,0.27690335521603743,0.1
9,C1_only,0.0,0.08212349915644093,0.3313074511720572,4.701027625500197,181.86763213189775,306,0.51,0,0.0,0,50.0,0.13919811194717582,0.1
