refuter,ate_orig,ate_refuted,delta_ratio,passed,seed,scenario,type,tau_true,gamma,is_fragile
random_common_cause,0.12947544121641147,0.08666884963008852,0.3306155297418447,0,61,74,fragile_mild,0.0,0.3,1
placebo_treatment,0.12947544121641147,0.277152921683597,2.1405829482391976,0,61,74,fragile_mild,0.0,0.3,1
data_subset,0.12947544121641147,0.3532424180993489,2.6408996243020244,0,61,74,fragile_mild,0.0,0.3,1
random_common_cause,0.5466454619192266,0.5466191827235516,4.8073564139232194e-05,1,61,75,reliable_weak,0.5,0.0,0
placebo_treatment,0.5466454619192266,-0.5336928225619819,0.9763052284166615,0,61,75,reliable_weak,0.5,0.0,0
data_subset,0.5466454619192266,0.6435782065678889,0.20241577744498737,1,61,75,reliable_weak,0.5,0.0,0
random_common_cause,1.086251382989598,1.05680434150198,0.027108864438518072,1,61,76,fragile_strong,0.0,0.5,1
placebo_treatment,1.086251382989598,0.5730449062037742,0.5275435457919797,0,61,76,fragile_strong,0.0,0.5,1
data_subset,1.086251382989598,0.8392941142754509,0.4230888786314221,1,61,76,fragile_strong,0.0,0.5,1
random_common_cause,-1.1092662517710545,-0.9856434069671265,0.11144560163671419,1,61,77,fragile_mild,0.0,0.3,1
placebo_treatment,-1.1092662517710545,-1.3153769289019206,1.1858081202793196,0,61,77,fragile_mild,0.0,0.3,1
data_subset,-1.1092662517710545,-1.1687884350491238,0.21472309048416172,1,61,77,fragile_mild,0.0,0.3,1
random_common_cause,1.487454859720578,1.48912214573564,0.0011208985631842082,1,61,78,fragile_strong,0.0,0.5,1
placebo_treatment,1.487454859720578,1.2957836627370676,0.8711415034003007,0,61,78,fragile_strong,0.0,0.5,1
data_subset,1.487454859720578,1.586690040946706,0.41534833286436373,1,61,78,fragile_strong,0.0,0.5,1
random_common_cause,1.6787965258949842,1.6496320569275373,0.017372247629532683,1,61,79,reliable_strong,1.0,0.0,0
placebo_treatment,1.6787965258949842,-0.22327084564032235,0.1329945840347116,1,61,79,reliable_strong,1.0,0.0,0
data_subset,1.6787965258949842,1.6047390751283654,0.06851288978993825,1,61,79,reliable_strong,1.0,0.0,0
random_common_cause,-1.0215755976360767,-1.041311924086319,0.01931949676158275,1,62,0,fragile_mild,0.0,0.3,1
placebo_treatment,-1.0215755976360767,1.034653197322885,1.0128014017925544,0,62,0,fragile_mild,0.0,0.3,1
data_subset,-1.0215755976360767,-1.3304964899214464,0.4351743694955735,1,62,0,fragile_mild,0.0,0.3,1
random_common_cause,0.860587525229381,0.859282459072666,0.0015164827730533782,1,62,1,reliable_strong,1.0,0.0,0
placebo_treatment,0.860587525229381,-0.39925504089364183,0.46393310289644785,1,62,1,reliable_strong,1.0,0.0,0
data_subset,0.860587525229381,0.8230925712654787,0.18667213926796508,1,62,1,reliable_strong,1.0,0.0,0
random_common_cause,1.0517086375470979,1.0018105815323384,0.047444752504017494,1,62,2,fragile_strong,0.0,0.5,1
placebo_treatment,1.0517086375470979,0.14269240355655832,0.13567674397859858,1,62,2,fragile_strong,0.0,0.5,1
data_subset,1.0517086375470979,1.1149663351537185,0.2698689407059673,1,62,2,fragile_strong,0.0,0.5,1
random_common_cause,0.9706332209357225,0.947106479381026,0.024238549688229215,1,62,3,reliable_strong,1.0,0.0,0
placebo_treatment,0.9706332209357225,-0.2708548825301723,0.27904967261378016,1,62,3,reliable_strong,1.0,0.0,0
data_subset,0.9706332209357225,0.9292565080625648,0.13285257741933476,1,62,3,reliable_strong,1.0,0.0,0
random_common_cause,0.7129895085318135,0.7678664145590571,0.07696734015097362,1,62,4,reliable_strong,1.0,0.0,0
placebo_treatment,0.7129895085318135,-0.41213085272583727,0.5780321418396411,0,62,4,reliable_strong,1.0,0.0,0
data_subset,0.7129895085318135,0.7122266016016154,0.17990463244023405,1,62,4,reliable_strong,1.0,0.0,0
random_common_cause,0.5492692239088771,0.4926215496212625,0.10313280231592294,1,62,5,reliable_weak,0.5,0.0,0
placebo_treatment,0.5492692239088771,-0.14974891649132943,0.27263300030837434,1,62,5,reliable_weak,0.5,0.0,0
data_subset,0.5492692239088771,0.588195672333704,0.29952498789978516,1,62,5,reliable_weak,0.5,0.0,0
random_common_cause,-0.12003149966768972,-0.06746393991178734,0.4379480378187144,0,62,6,fragile_mild,0.0,0.3,1
placebo_treatment,-0.12003149966768972,-1.2963631113135698,10.800190907408341,0,62,6,fragile_mild,0.0,0.3,1
data_subset,-0.12003149966768972,0.0024532992399081076,62.6254057793762,0,62,6,fragile_mild,0.0,0.3,1
random_common_cause,1.69542703312246,1.4007098978349306,0.17383062174297773,0,62,7,fragile_strong,0.0,0.5,1
placebo_treatment,1.69542703312246,0.5689334240347146,0.33556939515522094,1,62,7,fragile_strong,0.0,0.5,1
data_subset,1.69542703312246,1.587339689796662,0.29302146804306084,1,62,7,fragile_strong,0.0,0.5,1
random_common_cause,1.5216894821831093,1.571049667270493,0.032437751371303794,1,62,8,fragile_mild,0.0,0.3,1
placebo_treatment,1.5216894821831093,1.9603145076626092,1.288248706858525,0,62,8,fragile_mild,0.0,0.3,1
data_subset,1.5216894821831093,1.6442391477210148,0.23228662388089602,1,62,8,fragile_mild,0.0,0.3,1
random_common_cause,-0.4041506849976013,-0.42938061489819945,0.062427037333235944,1,62,9,fragile_strong,0.0,0.5,1
placebo_treatment,-0.4041506849976013,0.36488706560359635,0.9028490588993113,0,62,9,fragile_strong,0.0,0.5,1
data_subset,-0.4041506849976013,-0.16896332609840575,2.3031675824953317,0,62,9,fragile_strong,0.0,0.5,1
random_common_cause,-0.8796553765843348,-0.8925581014491322,0.014667931565311543,1,62,10,fragile_strong,0.0,0.5,1
placebo_treatment,-0.8796553765843348,0.14814920535392606,0.1684173248951007,1,62,10,fragile_strong,0.0,0.5,1
data_subset,-0.8796553765843348,-1.133762333221115,0.1492498584867385,1,62,10,fragile_strong,0.0,0.5,1
random_common_cause,-0.6632495560053402,-0.8523264732780603,0.2850765832569932,0,62,11,fragile_mild,0.0,0.3,1
placebo_treatment,-0.6632495560053402,-1.0272784064306486,1.5488565308928415,0,62,11,fragile_mild,0.0,0.3,1
data_subset,-0.6632495560053402,-0.4967606160762756,1.0025054002489917,0,62,11,fragile_mild,0.0,0.3,1
random_common_cause,0.08063059655392768,0.12248729066986014,0.5191167609424506,0,62,12,reliable_weak,0.5,0.0,0
placebo_treatment,0.08063059655392768,-0.07887677877812663,0.97824873124152,0,62,12,reliable_weak,0.5,0.0,0
data_subset,0.08063059655392768,0.10318504863677931,0.7493856008540358,0,62,12,reliable_weak,0.5,0.0,0
random_common_cause,0.7607514920238415,0.7985973060952507,0.04974793275886618,1,62,13,reliable_strong,1.0,0.0,0
placebo_treatment,0.7607514920238415,-0.29946505376606225,0.39364372847878315,1,62,13,reliable_strong,1.0,0.0,0
data_subset,0.7607514920238415,0.725340109900535,0.5182338116683862,0,62,13,reliable_strong,1.0,0.0,0
random_common_cause,0.4685601983227651,0.46959065963607904,0.0021992079502325566,1,62,14,reliable_weak,0.5,0.0,0
placebo_treatment,0.4685601983227651,0.6224907593337017,1.3285182172150747,0,62,14,reliable_weak,0.5,0.0,0
data_subset,0.4685601983227651,0.48857076226101626,0.47318762588588853,1,62,14,reliable_weak,0.5,0.0,0
random_common_cause,-0.33135741059910956,-0.26596549862884494,0.19734555461437547,0,62,15,fragile_strong,0.0,0.5,1
placebo_treatment,-0.33135741059910956,0.4724508758689323,1.4258044659834805,0,62,15,fragile_strong,0.0,0.5,1
data_subset,-0.33135741059910956,-0.7111084663733971,1.0130099895512163,0,62,15,fragile_strong,0.0,0.5,1
random_common_cause,-0.7499926370294352,-0.7844078991514948,0.04588746665350113,1,62,16,fragile_mild,0.0,0.3,1
placebo_treatment,-0.7499926370294352,0.35997165232749356,0.4799669150796818,1,62,16,fragile_mild,0.0,0.3,1
data_subset,-0.7499926370294352,-0.7312934948833024,0.5346984545920611,0,62,16,fragile_mild,0.0,0.3,1
random_common_cause,0.5445328166508389,0.5318827802863466,0.023230989901208476,1,62,17,fragile_strong,0.0,0.5,1
placebo_treatment,0.5445328166508389,1.2044474172286561,2.2118913321636637,0,62,17,fragile_strong,0.0,0.5,1
data_subset,0.5445328166508389,0.7851102525053176,0.3913951443308709,1,62,17,fragile_strong,0.0,0.5,1
random_common_cause,0.6501221106843518,0.6135276079293683,0.056288660474048784,1,62,18,reliable_weak,0.5,0.0,0
placebo_treatment,0.6501221106843518,0.06412544585926001,0.09863600207622271,1,62,18,reliable_weak,0.5,0.0,0
data_subset,0.6501221106843518,0.6759642097939713,0.23013012626822787,1,62,18,reliable_weak,0.5,0.0,0
random_common_cause,-0.9063363637218522,-0.7838911782319503,0.1350990541602934,1,62,19,fragile_strong,0.0,0.5,1
placebo_treatment,-0.9063363637218522,-1.4246355598878475,1.571861857156001,0,62,19,fragile_strong,0.0,0.5,1
data_subset,-0.9063363637218522,-0.9222854258342806,0.6292317180418268,0,62,19,fragile_strong,0.0,0.5,1
random_common_cause,0.08869574823789245,0.08585684497631013,0.03200720798891106,1,62,20,reliable_weak,0.5,0.0,0
placebo_treatment,0.08869574823789245,-0.31578025809533944,3.560263759750688,0,62,20,reliable_weak,0.5,0.0,0
data_subset,0.08869574823789245,-0.04774741863651533,5.566776578118728,0,62,20,reliable_weak,0.5,0.0,0
random_common_cause,0.5751079067601605,0.6191687438770949,0.07661316528431798,1,62,21,reliable_strong,1.0,0.0,0
placebo_treatment,0.5751079067601605,0.2661616201166765,0.46280292270033924,1,62,21,reliable_strong,1.0,0.0,0
data_subset,0.5751079067601605,0.6303546880486819,0.3065503564613876,1,62,21,reliable_strong,1.0,0.0,0
random_common_cause,-0.18305412888463127,-0.1777394830616172,0.029033192834255067,1,62,22,fragile_mild,0.0,0.3,1
placebo_treatment,-0.18305412888463127,-1.2975590517996751,7.088389973533204,0,62,22,fragile_mild,0.0,0.3,1
data_subset,-0.18305412888463127,-0.2938991801975113,1.9913398918697798,0,62,22,fragile_mild,0.0,0.3,1
random_common_cause,0.6727232532963605,0.6738107768102554,0.001616598666042772,1,62,23,reliable_strong,1.0,0.0,0
placebo_treatment,0.6727232532963605,-0.10825168647327837,0.1609156305253943,1,62,23,reliable_strong,1.0,0.0,0
data_subset,0.6727232532963605,0.7459360954260316,0.21586844486866813,1,62,23,reliable_strong,1.0,0.0,0
random_common_cause,0.23158905999526624,0.2833107975837287,0.22333411426912672,0,62,24,reliable_weak,0.5,0.0,0
placebo_treatment,0.23158905999526624,-0.8636074073765752,3.729050963781396,0,62,24,reliable_weak,0.5,0.0,0
data_subset,0.23158905999526624,0.19187807609145724,1.2733756425052756,0,62,24,reliable_weak,0.5,0.0,0
random_common_cause,0.33458641074609646,0.36424629005220016,0.08864639553042497,1,62,25,fragile_strong,0.0,0.5,1
placebo_treatment,0.33458641074609646,-0.6636723858228997,1.9835604929171278,0,62,25,fragile_strong,0.0,0.5,1
data_subset,0.33458641074609646,-0.005348143196132288,44.522575139164054,0,62,25,fragile_strong,0.0,0.5,1
random_common_cause,1.2379988942358202,1.232612870210641,0.00435058872043979,1,62,26,reliable_strong,1.0,0.0,0
placebo_treatment,1.2379988942358202,-0.08965939822208108,0.07242284192622413,1,62,26,reliable_strong,1.0,0.0,0
data_subset,1.2379988942358202,1.1087765147222624,0.17582577795986054,1,62,26,reliable_strong,1.0,0.0,0
random_common_cause,0.1604549109582331,0.2558900395018764,0.594778483087285,0,62,27,fragile_mild,0.0,0.3,1
placebo_treatment,0.1604549109582331,-0.5350093593174111,3.334328355064655,0,62,27,fragile_mild,0.0,0.3,1
data_subset,0.1604549109582331,0.07413578452409013,6.127397758130415,0,62,27,fragile_mild,0.0,0.3,1
random_common_cause,0.21424154520312574,0.24154268441803298,0.12743158283806533,1,62,28,fragile_mild,0.0,0.3,1
placebo_treatment,0.21424154520312574,0.024853866492668006,0.11600862227306878,1,62,28,fragile_mild,0.0,0.3,1
data_subset,0.21424154520312574,0.07754185361670292,6.0532166675858905,0,62,28,fragile_mild,0.0,0.3,1
random_common_cause,1.1825468209098384,1.1756949906924044,0.0057941301741966985,1,62,29,reliable_strong,1.0,0.0,0
placebo_treatment,1.1825468209098384,0.17034994077685903,0.14405344275991852,1,62,29,reliable_strong,1.0,0.0,0
data_subset,1.1825468209098384,1.2155566128072037,0.09588459751833812,1,62,29,reliable_strong,1.0,0.0,0
random_common_cause,-0.1058860905103684,-0.08710416390857832,0.1773786010160697,0,62,30,reliable_weak,0.5,0.0,0
placebo_treatment,-0.1058860905103684,-0.06440640932459962,0.6082612835563413,0,62,30,reliable_weak,0.5,0.0,0
data_subset,-0.1058860905103684,-0.1515526022236553,0.7288218819233864,0,62,30,reliable_weak,0.5,0.0,0
random_common_cause,0.7070141829808265,0.7006416318409262,0.009013328577134265,1,62,31,reliable_weak,0.5,0.0,0
placebo_treatment,0.7070141829808265,-0.24246087967979407,0.342936373153874,1,62,31,reliable_weak,0.5,0.0,0
data_subset,0.7070141829808265,0.737063205789483,0.17531538617851233,1,62,31,reliable_weak,0.5,0.0,0
random_common_cause,0.6156621851468307,0.6118176512822902,0.006244550919793201,1,62,32,reliable_weak,0.5,0.0,0
placebo_treatment,0.6156621851468307,-0.09087659999314662,0.14760789631975407,1,62,32,reliable_weak,0.5,0.0,0
data_subset,0.6156621851468307,0.6943197444384974,0.22709363300503052,1,62,32,reliable_weak,0.5,0.0,0
random_common_cause,1.5746130169564811,1.5726624707294519,0.0012387464132612277,1,62,33,fragile_mild,0.0,0.3,1
placebo_treatment,1.5746130169564811,2.4679640344408558,1.5673463942341237,0,62,33,fragile_mild,0.0,0.3,1
data_subset,1.5746130169564811,1.2140848737143763,0.6873441962304986,0,62,33,fragile_mild,0.0,0.3,1
random_common_cause,1.1421600501281821,1.185806825008951,0.038214237029101636,1,62,34,reliable_strong,1.0,0.0,0
placebo_treatment,1.1421600501281821,-0.34796208398866363,0.30465264824278576,1,62,34,reliable_strong,1.0,0.0,0
data_subset,1.1421600501281821,1.1490563338264776,0.12180461909692306,1,62,34,reliable_strong,1.0,0.0,0
random_common_cause,0.9504905847185138,0.9263698910630704,0.025377098987873343,1,62,35,reliable_strong,1.0,0.0,0
placebo_treatment,0.9504905847185138,0.2208769276734256,0.23238202589753998,1,62,35,reliable_strong,1.0,0.0,0
data_subset,0.9504905847185138,0.8825440635839085,0.24688263615677708,1,62,35,reliable_strong,1.0,0.0,0
random_common_cause,0.5995952540493943,0.5320723454644564,0.11261414784209654,1,62,36,fragile_mild,0.0,0.3,1
placebo_treatment,0.5995952540493943,1.362851051411048,2.2729516990119087,0,62,36,fragile_mild,0.0,0.3,1
data_subset,0.5995952540493943,0.4803700607416725,0.6075752953882305,0,62,36,fragile_mild,0.0,0.3,1
random_common_cause,0.7617609802633025,0.9140565131770709,0.19992561559286942,0,62,37,fragile_strong,0.0,0.5,1
placebo_treatment,0.7617609802633025,-0.06253544695209433,0.08209326622437259,1,62,37,fragile_strong,0.0,0.5,1
data_subset,0.7617609802633025,0.8353619806992993,0.5170024638609656,0,62,37,fragile_strong,0.0,0.5,1
random_common_cause,0.5487776181349879,0.5569240688012536,0.01484472106196898,1,62,38,reliable_strong,1.0,0.0,0
placebo_treatment,0.5487776181349879,0.5437920190252066,0.990915083004433,0,62,38,reliable_strong,1.0,0.0,0
data_subset,0.5487776181349879,0.5937929536696779,0.18907116752769249,1,62,38,reliable_strong,1.0,0.0,0
random_common_cause,1.3614709923556043,1.3794913241341182,0.013235927816086124,1,62,39,reliable_strong,1.0,0.0,0
placebo_treatment,1.3614709923556043,-0.27676315170381627,0.20328244469238618,1,62,39,reliable_strong,1.0,0.0,0
data_subset,1.3614709923556043,1.3507244586423532,0.120053313216766,1,62,39,reliable_strong,1.0,0.0,0
random_common_cause,1.422677278959426,1.5272009281655563,0.07346968335825323,1,62,40,fragile_strong,0.0,0.5,1
placebo_treatment,1.422677278959426,0.1433625903278306,0.10076957891159183,1,62,40,fragile_strong,0.0,0.5,1
data_subset,1.422677278959426,1.260590480284436,0.4858321983451892,1,62,40,fragile_strong,0.0,0.5,1
random_common_cause,1.471485251425251,1.4792941642025694,0.005306823680193109,1,62,41,reliable_strong,1.0,0.0,0
placebo_treatment,1.471485251425251,-0.4204654331265125,0.28574220007931317,1,62,41,reliable_strong,1.0,0.0,0
data_subset,1.471485251425251,1.500852442713486,0.08310692780905937,1,62,41,reliable_strong,1.0,0.0,0
random_common_cause,0.13060314112653204,0.12370624077876469,0.05280807404996057,1,62,42,reliable_weak,0.5,0.0,0
placebo_treatment,0.13060314112653204,-0.3370386720680252,2.5806322050209536,0,62,42,reliable_weak,0.5,0.0,0
