noise,controller,seed,viol_rate,pearson,final_V,auc_V,convergence,deadlock_rate,nonzero_frac
Student-t(1.5),C3_EMA,10,0.17317317317317318,0.5425742989747728,2.749110027146057,21.648842047747408,0,0.018,0.982
Student-t(1.5),C3_EMA,11,0.16416416416416416,0.49145748461025807,2.631257386084982,26.900417340424433,0,0.03,0.97
Student-t(1.5),C3_EMA,12,0.15915915915915915,0.9380255039507994,70.29522288474216,77.55241737582364,0,0.171,0.829
Student-t(1.5),C3_EMA,13,0.19119119119119118,0.6248619542565607,1.0293710971890633,17.821719928953105,1,0.051,0.949
Student-t(1.5),C3_EMA,14,0.15715715715715717,0.6108011231114756,3.4005940428472465,24.91765942297237,1,0.055,0.945
Student-t(1.5),C3_EMA,15,0.1931931931931932,0.787557469850203,1.422906950787151,17.669334599959008,1,0.059,0.941
Student-t(1.5),C3_EMA,16,0.17717717717717718,0.6641421530420293,13.773136199238285,21.4450156853741,0,0.035,0.965
Student-t(1.5),C3_EMA,17,0.17617617617617617,0.6394129517711851,8.711376258596866,24.52709638306952,1,0.059,0.941
Student-t(1.5),C3_EMA,18,0.17717717717717718,0.6233585730915102,11.697385432405357,21.524477515083635,0,0.026,0.974
Student-t(1.5),C3_EMA,19,0.1781781781781782,0.7799704554928467,28.15931330538069,18.48485742056906,0,0.035,0.965
Student-t(1.5),C3_EMA,20,0.14114114114114115,0.6518157010867678,17.89279735665157,26.07299923835246,0,0.083,0.917
Student-t(1.5),C3_EMA,21,0.1971971971971972,0.7046001236978666,14.730875503152046,17.200480775601935,0,0.005,0.995
Student-t(1.5),C3_EMA,22,0.15915915915915915,0.6028940362086997,4.412907823441968,26.224070860717035,1,0.111,0.889
Student-t(1.5),C3_EMA,23,0.17217217217217218,0.7235413692023142,20.344406469536768,18.609213348288023,0,0.011,0.989
Student-t(1.5),C3_EMA,24,0.17717717717717718,0.6124947689697584,14.145972723292868,21.083016032936868,0,0.005,0.995
Student-t(1.5),C3_EMA,25,0.1871871871871872,0.6258621100195731,13.64440782911841,22.132547297981816,0,0.048,0.952
Student-t(1.5),C3_EMA,26,0.1831831831831832,0.6376590565603185,5.8885105214627655,23.883865580885455,1,0.019,0.981
Student-t(1.5),C3_EMA,27,0.17917917917917917,0.4901899953087172,20.242916380215448,18.895654817794576,0,0.019,0.981
Student-t(1.5),C3_EMA,28,0.1871871871871872,0.8515533572307277,86.38306403262558,19.710464150908926,0,0.017,0.983
Student-t(1.5),C3_EMA,29,0.1891891891891892,0.8116073691869172,172.6103601948372,17.94049914451206,0,0.015,0.985
Student-t(1.5),C3_EMA,30,0.1961961961961962,0.6038643667066871,0.7939419854808698,18.78286549229491,1,0.008,0.992
Student-t(1.5),C3_EMA,31,0.15115115115115116,0.6566427295578933,11.673923452977562,26.326861318409616,0,0.009,0.991
Student-t(1.5),C3_EMA,32,0.1781781781781782,0.7511499964161968,1.1147732537775787,18.33005105729698,0,0.029,0.971
Student-t(1.5),C3_EMA,33,0.1921921921921922,0.4695916415779417,2.673155192429702,19.716096764664712,0,0.009,0.991
Student-t(1.5),C3_EMA,34,0.16616616616616617,0.5670568535236228,0.5132672310463753,29.47021000038967,1,0.13,0.87
